Wall time,Step,Value
1705283668.196473,24,3.842243194580078
1705283677.703419,25,4.329232215881348
1705283695.917179,27,4.03609037399292
1705283732.24813,31,3.5058329105377197
1705283777.946781,36,3.496976852416992
1705283796.373349,38,4.079826831817627
1705283805.465674,39,4.152304172515869
1705283833.150329,42,4.299383163452148
1705283851.322456,44,3.8830456733703613
1705283860.680151,45,3.6727092266082764
1705283869.820409,46,3.696751832962036
1705283888.041617,48,3.357767105102539
1705283897.162839,49,3.562589645385742
1705283906.284641,50,3.207481861114502
1705283942.923001,54,3.343424081802368
1705283952.032979,55,3.0611493587493896
1705283970.382993,57,3.0822319984436035
1705283997.839358,60,2.9311013221740723
1705284034.631886,64,2.664228677749634
1705284043.695821,65,2.490900993347168
1705284052.709829,66,2.380486011505127
1705284062.004888,67,2.2923929691314697
1705284080.11156,69,2.104987859725952
1705284107.674483,72,2.847209930419922
1705284116.763979,73,2.5324625968933105
1705284125.965996,74,2.4874377250671387
1705284153.407685,77,1.9850903749465942
1705284162.561605,78,2.134467601776123
1705284180.802322,80,2.2739317417144775
1705284235.755372,86,1.3953814506530762
1705284254.113654,88,1.4137887954711914
1705284272.369864,90,1.1634061336517334
1705284281.527578,91,1.5812287330627441
1705284290.641854,92,1.3632210493087769
1705284308.834072,94,1.49216628074646
1705284317.971978,95,1.266397476196289
1705284363.933873,100,1.0279682874679565
1705284373.062182,101,1.0163156986236572
1705284391.384834,103,0.8769886493682861
1705284409.659392,105,1.0370882749557495
1705284418.706437,106,0.6901634335517883
1705284427.587824,107,0.6117817759513855
1705284454.536176,110,0.5458812713623047
1705284463.548024,111,0.792442262172699
1705284472.484628,112,0.7190126180648804
1705284490.446366,114,0.7370771765708923
1705284499.345589,115,0.7256843447685242
1705284517.475955,117,0.6069938540458679
1705284526.383024,118,0.4225252866744995
1705284544.384991,120,0.5699412822723389
1705284562.330574,122,0.6837301254272461
1705284580.43456,124,0.5099005103111267
1705284589.449251,125,0.538009524345398
1705284598.336586,126,0.42835959792137146
1705284616.108308,128,0.34277063608169556
1705284625.067077,129,0.42494598031044006
1705284872.4051,132,0.47127828001976013
1705284881.65326,133,0.5855937004089355
1705284890.944992,134,0.4394446611404419
1705284900.117398,135,0.35282808542251587
1705284918.5559,137,0.46349260210990906
1705284928.344818,138,0.34995561838150024
1705284937.7418,139,0.38395366072654724
1705284947.022029,140,0.42031151056289673
1705285030.168286,149,0.29798465967178345
1705285039.444926,150,0.31673377752304077
1705285057.987766,152,0.2861231565475464
1705285085.790904,155,0.34047186374664307
1705285150.879479,162,0.2904829978942871
1705285160.171734,163,0.1995333880186081
1705285197.459389,167,0.17369569838047028
1705285206.661119,168,0.2929500639438629
1705285215.891385,169,0.3127584159374237
1705285234.386141,171,0.25089117884635925
1705285253.01188,173,0.3387438654899597
1705285289.836411,177,0.1485535353422165
1705285372.951576,186,0.37424352765083313
1705285382.198254,187,0.2178225815296173
1705285391.414346,188,0.1866191029548645
1705285400.634196,189,0.26554515957832336
1705285419.128829,191,0.23747389018535614
1705285428.318736,192,0.20016469061374664
1705285456.014033,195,0.34992843866348267
1705285483.831447,198,0.2938516438007355
1705286275.044845,204,0.27479833364486694
1705286284.095024,205,0.2518940567970276
1705286293.21211,206,0.2447723001241684
1705286302.320806,207,0.20229820907115936
1705286311.533885,208,0.2938373386859894
1705286329.961893,210,0.18172717094421387
1705286339.154746,211,0.1941096931695938
1705286348.401776,212,0.20434731245040894
1705286366.7906,214,0.17037221789360046
1705286375.94069,215,0.13447152078151703
1705286385.227219,216,0.14286912977695465
1705286403.672574,218,0.14061199128627777
1705286422.16459,220,0.2713247239589691
1705286431.358293,221,0.21713583171367645
1705286468.297737,225,0.14474111795425415
1705286533.11469,232,0.15491485595703125
1705286560.874009,235,0.1812562495470047
1705286570.139023,236,0.11160910874605179
1705286588.539649,238,0.18318107724189758
1705286607.029397,240,0.303287535905838
1705286634.82839,243,0.17118309438228607
1705286699.008379,250,0.20969241857528687
1705286735.813171,254,0.2520986497402191
1705286763.325001,257,0.16853123903274536
1705286772.524273,258,0.1251024305820465
1705286781.684182,259,0.14008624851703644
1705286800.030789,261,0.13458119332790375
1705286818.350958,263,0.15316236019134521
1705286827.545314,264,0.16880740225315094
1705286845.93695,266,0.18223008513450623
1705286892.11475,271,0.1537398397922516
1705286901.364939,272,0.12319561094045639
1705286955.971641,278,0.14763426780700684
1705286974.074151,280,0.38711172342300415
1705286983.161218,281,0.2767886817455292
1705286992.143189,282,0.15040114521980286
1705287001.008143,283,0.17046315968036652
1705287010.007493,284,0.5380218625068665
1705287018.996101,285,0.21515773236751556
1705287027.933779,286,0.19447660446166992
1705287037.023039,287,0.17582270503044128
1705287046.16846,288,0.10976579040288925
1705287055.209227,289,0.16622605919837952
1705287073.355119,291,0.28433454036712646
1705287100.493454,294,0.14292295277118683
1705287109.511743,295,0.11942312121391296
1705287118.490394,296,0.18049213290214539
1705287136.441273,298,0.16656477749347687
1705287172.672056,302,0.11674821376800537
1705287190.573285,304,0.11203774064779282
1705287208.509804,306,0.13409674167633057
1705287217.622079,307,0.16642017662525177
1705287244.89148,310,0.14517462253570557
1705287253.830144,311,0.13946999609470367
1705287262.788464,312,0.13589543104171753
1705287280.714002,314,0.1875545233488083
1705287298.672307,316,0.1552146077156067
1705287316.588869,318,0.14276139438152313
1705287334.652891,320,0.16387668251991272
1705287343.672434,321,0.09802721440792084
1705287370.618037,324,0.11087213456630707
1705287388.464016,326,0.12947946786880493
1705287397.810112,327,0.16840502619743347
1705287407.576783,328,0.21506309509277344
1705287416.435145,329,0.17894120514392853
1705287425.436406,330,0.15421965718269348
1705287434.528169,331,0.15859748423099518
1705287453.28266,333,0.11892415583133698
1705287462.396786,334,0.21702854335308075
1705287500.273259,338,0.1801280826330185
1705287509.599834,339,0.1867722123861313
1705287518.557928,340,0.1292579025030136
1705287536.767358,342,0.16276796162128448
1705287545.912984,343,0.14190183579921722
1705287555.153387,344,0.1098693236708641
1705287563.879623,345,0.10654862970113754
1705287581.766097,347,0.1943982094526291
1705287599.340919,349,0.12026634067296982
1705287616.735537,351,0.0879470556974411
1705287636.274801,353,0.18579652905464172
1705287654.089812,355,0.14665383100509644
1705287671.745687,357,0.10427825152873993
1705287680.570922,358,0.18024837970733643
1705287689.377095,359,0.1716153770685196
1705287715.92131,362,0.15698273479938507
1705287755.046919,366,0.36399146914482117
1705287764.621726,367,0.15383946895599365
1705287782.707178,369,0.1294364035129547
1705287791.797504,370,0.12504087388515472
1705287810.815153,372,0.10912875831127167
1705287848.262419,376,0.11139345914125443
1705287858.355778,377,0.12711849808692932
1705287876.981008,379,0.1290189027786255
1705287894.861729,381,0.10056807100772858
1705287960.895283,388,0.09118299931287766
1705287969.805735,389,0.1374768614768982
1705287987.522908,391,0.2406022846698761
1705287996.433721,392,0.174081951379776
1705288005.35004,393,0.14716777205467224
1705288014.839396,394,0.16140280663967133
1705288024.291378,395,0.12499110400676727
1705288033.547279,396,0.0861927717924118
1705288051.926439,398,0.12951375544071198
1705288060.996112,399,0.16237299144268036
1705288097.580753,403,0.10193149000406265
1705288106.785159,404,0.14265036582946777
1705288125.284028,406,0.111185722053051
1705288143.602136,408,0.1420530527830124
1705288171.352694,411,0.14212684333324432
1705288189.731314,413,0.16794194281101227
1705288198.932255,414,0.16289934515953064
1705288208.241805,415,0.1752416342496872
1705288235.756937,418,0.15318043529987335
1705288245.001888,419,0.2566583752632141
1705288254.195477,420,0.16463729739189148
1705288263.364673,421,0.18405571579933167
1705288272.51402,422,0.1149340271949768
1705288290.945168,424,0.0778941661119461
1705288300.18934,425,0.09869164973497391
1705288309.336187,426,0.13288956880569458
1705288328.186179,428,0.14104783535003662
1705288337.480522,429,0.09551529586315155
1705288346.726804,430,0.10389000177383423
1705288355.907897,431,0.1282462626695633
1705288364.969328,432,0.0913861021399498
1705288374.124994,433,0.10136310756206512
1705288392.622703,435,0.12017322331666946
1705288401.887384,436,0.10746019333600998
1705288429.254346,439,0.09185584634542465
1705288465.833647,443,0.12638363242149353
1705288492.773021,446,0.1015627309679985
1705288501.714304,447,0.09506287425756454
1705288510.658735,448,0.08886880427598953
1705288519.737949,449,0.1192527636885643
1705288528.954889,450,0.07862437516450882
1705288538.113517,451,0.09335866570472717
1705288547.444481,452,0.11889709532260895
1705288556.674939,453,0.11780782043933868
1705288575.338771,455,0.11979255825281143
1705288584.550674,456,0.08651135116815567
1705288593.770246,457,0.11165015399456024
1705288630.443943,461,0.11615891009569168
1705288667.368136,465,0.09993548691272736
1705288676.555905,466,0.08421000838279724
1705288695.095917,468,0.10077846050262451
1705288704.267668,469,0.040333908051252365
1705288713.383698,470,0.04844878241419792
1705288722.725331,471,0.12028779089450836
1705288732.041056,472,0.12522879242897034
1705288741.197231,473,0.0783204510807991
1705288768.743174,476,0.12360361963510513
1705288777.893165,477,0.07866387814283371
1705288787.080137,478,0.15613235533237457
1705288833.072516,483,0.1893145889043808
1705288851.463302,485,0.1304488629102707
1705288860.813112,486,0.0885467603802681
1705288870.121591,487,0.17872537672519684
1705288879.440963,488,0.08136585354804993
1705288897.867942,490,0.06397619098424911
1705288925.461501,493,0.139386847615242
1705288934.635201,494,0.13102193176746368
1705288962.457878,497,0.10973601043224335
1705288971.730615,498,0.06659463793039322
1705288980.806323,499,0.09526287764310837
1705288999.278427,501,0.1008249968290329
1705289017.733907,503,0.05607243999838829
1705289045.463552,506,0.1386875957250595
1705289054.782399,507,0.033648546785116196
1705289074.28475,509,0.0720299705862999
1705289102.40064,512,0.10956532508134842
1705289111.570465,513,0.09146665781736374
1705289120.93724,514,0.13983654975891113
1705289139.698928,516,0.12969870865345
1705289149.435298,517,0.11854255944490433
1705289158.759449,518,0.12501338124275208
1705289168.07039,519,0.11212902516126633
1705289177.305245,520,0.12838321924209595
1705289186.509734,521,0.10956279933452606
1705289195.689111,522,0.05553517863154411
1705289204.820412,523,0.10199218988418579
1705289231.997439,526,0.09983788430690765
1705289240.597672,527,0.13459563255310059
1705289274.696016,531,0.1759449541568756
1705289283.313177,532,0.10857931524515152
1705289300.653138,534,0.0944056361913681
1705289317.798896,536,0.1516585648059845
1705289334.946581,538,0.06254808604717255
1705289343.546888,539,0.03559020161628723
1705289352.140228,540,0.06002328544855118
1705289360.640259,541,0.201549232006073
1705289369.261763,542,0.14342862367630005
1705289377.922639,543,0.09201730042695999
1705289395.001473,545,0.10893825441598892
1705289412.038663,547,0.1016717255115509
1705289429.077965,549,0.05884857475757599
1705289454.615274,552,0.09780468046665192
1705289463.157516,553,0.16410350799560547
1705289471.938154,554,0.06133018061518669
1705289480.704574,555,0.1542193591594696
1705289489.504223,556,0.050988294184207916
1705289524.606099,560,0.12311524897813797
1705289542.190249,562,0.0698910802602768
1705289550.944086,563,0.04661032184958458
1705289568.399323,565,0.05322376266121864
1705289594.454825,568,0.0367831327021122
1705289611.639272,570,0.09153123199939728
1705289620.245815,571,0.07134387642145157
1705289628.847943,572,0.05128272622823715
1705289654.539709,575,0.1646343320608139
1705289682.184462,578,0.10243825614452362
1705289690.703235,579,0.07344096899032593
1705289708.296707,581,0.12681102752685547
1705289725.478162,583,0.14868097007274628
1705289742.579176,585,0.12675093114376068
1705289751.114601,586,0.08651190996170044
1705289785.379324,590,0.10464853048324585
1705289802.60785,592,0.049922164529561996
1705289811.230225,593,0.049560803920030594
1705289819.936091,594,0.06335318088531494
1705289828.659371,595,0.071364626288414
1705289845.914814,597,0.07153031975030899
1705289854.444349,598,0.08758195489645004
1705289863.120357,599,0.0770445317029953
1705318928.031534,0,6.508398056030273
1705318966.19832,4,4.704979419708252
1705318983.817577,6,4.909433841705322
1705318992.315094,7,4.756857872009277
1705319000.796203,8,4.659610748291016
1705319009.401043,9,4.54140043258667
1705319017.931162,10,4.620759963989258
1705319052.448285,14,4.527726173400879
1705319070.164205,16,4.4255475997924805
1705319079.008935,17,4.321629524230957
1705319106.829602,20,4.199539661407471
1705319116.183898,21,4.1334757804870605
1705319125.721288,22,4.150595664978027
1705319135.148236,23,4.058163166046143
1705319144.470876,24,4.450523853302002
1705319164.150811,26,4.124696254730225
1705319174.086153,27,4.139959335327148
1705319183.406982,28,3.888679265975952
1705319192.756409,29,3.823711633682251
1705319212.050005,31,3.6978957653045654
1705319240.143191,34,3.358518123626709
1705319259.223074,36,3.514061689376831
1705319268.525514,37,3.344681739807129
1705319287.262107,39,3.3515684604644775
1705319296.591872,40,3.2845590114593506
1705319305.921603,41,3.177415370941162
1705319324.444899,43,2.995591402053833
1705319333.725459,44,2.8869452476501465
1705319352.363071,46,2.8517327308654785
1705319361.586476,47,2.5834574699401855
1705319408.22041,52,2.1978981494903564
1705319427.170564,54,2.580700635910034
1705319436.436712,55,2.335146903991699
1705319445.821203,56,2.692016124725342
1705319455.2062,57,2.269110679626465
1705319464.510838,58,2.0292744636535645
1705319473.950146,59,2.0127668380737305
1705319483.591722,60,1.9917267560958862
1705319502.226517,62,2.251612424850464
1705319511.606656,63,2.2791459560394287
1705319520.918061,64,2.0613038539886475
1705319548.643189,67,1.2960329055786133
1705319557.903032,68,1.563684105873108
1705319567.226937,69,1.398046612739563
1705319576.506335,70,1.442528247833252
1705319595.140315,72,1.6375833749771118
1705319651.742631,78,1.2089741230010986
1705319661.044414,79,1.5894161462783813
1705319670.360635,80,1.1712136268615723
1705319689.102014,82,1.4362002611160278
1705319726.743073,86,0.9258112907409668
1705319754.775362,89,1.4687578678131104
1705319782.905663,92,0.9422608017921448
1705319820.556416,96,0.5750698447227478
1705319848.682481,99,0.6285378336906433
1705319858.15658,100,0.5852718353271484
1705319867.60086,101,0.645643413066864
1705319886.570362,103,0.5813866853713989
1705319896.359537,104,0.5940367579460144
1705319906.137225,105,0.7304056286811829
1705319927.23244,107,0.6532524228096008
1705319937.537577,108,0.8827848434448242
1705319947.65456,109,0.7047148942947388
1705319957.8445,110,0.5355100035667419
1705319968.063464,111,0.4543439447879791
1705319988.455931,113,0.5096575021743774
1705319998.221112,114,0.5706468820571899
1705320018.467768,116,0.533118486404419
1705320037.019037,118,0.4664607644081116
1705320046.008116,119,0.46713611483573914
1705320064.501353,121,0.45352092385292053
1705320084.780532,123,0.4805547297000885
1705320095.073231,124,0.448637455701828
1705320105.424348,125,0.4479476511478424
1705321539.560136,126,0.38054096698760986
1705321566.541412,129,0.43337517976760864
1705321575.314482,130,0.5005823373794556
1705321584.097263,131,0.46317970752716064
1705321611.738195,134,0.39068564772605896
1705321620.498422,135,0.3446652293205261
1705321691.445503,143,0.3124406337738037
1705321718.399773,146,0.3335767984390259
1705321727.488666,147,0.3220059275627136
1705321745.820004,149,0.32177528738975525
1705321763.736246,151,0.21108421683311462
1705321772.851523,152,0.27452462911605835
1705321800.089888,155,0.24454393982887268
1705321809.053239,156,0.2792426347732544
1705321827.012189,158,0.3524552881717682
1705321837.056348,159,0.2186945229768753
1705321850.105561,160,0.282784104347229
1705321863.663558,161,0.24910660088062286
1705321895.256462,164,0.21249252557754517
1705321974.827196,172,0.22331464290618896
1705321984.679129,173,0.19464519619941711
1705321994.315987,174,0.14428971707820892
1705322014.190731,176,0.35783347487449646
1705322032.277701,178,0.2424074411392212
1705322041.350738,179,0.2610439956188202
1705322050.105135,180,0.271365225315094
1705322067.546049,182,0.3472623825073242
1705322084.962507,184,0.19903476536273956
1705322093.63271,185,0.1654171198606491
1705322102.251064,186,0.20087485015392303
1705322128.587703,189,0.3096903860569
1705322137.931443,190,0.2673726975917816
1705322147.012335,191,0.7869008779525757
1705322192.689497,196,0.21577680110931396
1705322211.777568,198,0.17991821467876434
1705322220.706027,199,0.10699526220560074
1705610414.451176,1,0.31253135204315186
1705610423.344607,2,0.2670244872570038
1705610441.126787,4,0.5331593751907349
1705610494.553064,10,0.20765963196754456
1705610503.397185,11,0.23222315311431885
1705610521.126849,13,0.20636142790317535
1705610539.214763,15,0.42223015427589417
1705610574.871619,19,0.1925530582666397
1705610592.704507,21,0.2657403349876404
1705610601.907756,22,0.2680690586566925
1705610610.863125,23,0.3228635787963867
1705610628.626089,25,0.3026998043060303
1705610646.481107,27,0.24629567563533783
1705610664.386585,29,0.16418945789337158
1705610673.328517,30,0.211351677775383
1705610682.366189,31,0.2629387676715851
1705610691.364497,32,0.22489061951637268
1705610700.249789,33,0.27494731545448303
1705610736.123457,37,0.16713395714759827
1705610754.060799,39,0.09367930889129639
1705610763.033817,40,0.1258973330259323
1705610816.900566,46,0.22764486074447632
1705610834.822092,48,0.15592136979103088
1705610852.797492,50,0.19730637967586517
1705610861.788607,51,0.18399377167224884
1705610870.666887,52,0.1387288123369217
1705610924.447453,58,0.16675841808319092
1705610951.37086,61,0.17128750681877136
1705610969.40236,63,0.19306297600269318
1705610996.351731,66,0.13652415573596954
1705611023.404369,69,0.33777838945388794
1705611032.347853,70,0.19095148146152496
1705611050.064764,72,0.14532142877578735
1705611059.022683,73,0.13455511629581451
1705611068.113059,74,0.11812938004732132
1705611077.120572,75,0.09954017400741577
1705611095.12984,77,0.08813506364822388
1705611104.1543,78,0.10090609639883041
1705611122.070649,80,0.15949420630931854
1705611131.145548,81,0.23382726311683655
1705611140.054091,82,0.1345074623823166
1705611167.017468,85,0.2396664321422577
1705611176.107767,86,0.20121699571609497
1705611194.060095,88,0.15640252828598022
1705611266.187246,96,0.3460729420185089
1705611275.066714,97,0.1682642549276352
1705611284.554833,98,0.11049986630678177
1705611294.060067,99,0.14042343199253082
1705611303.439241,100,0.1408771574497223
1705611322.53275,102,0.17025920748710632
1705611332.076682,103,0.09584084898233414
1705611342.124667,104,0.09189491719007492
1705611370.792783,107,0.11908803880214691
1705611380.302245,108,0.10493216663599014
1705611389.921727,109,0.1857745498418808
1705611408.952021,111,0.1377965807914734
1705611418.447961,112,0.14007146656513214
1705611437.318931,114,0.15850470960140228
1705611530.824253,124,0.15315920114517212
1705611557.647689,127,0.09296015650033951
1705611566.657152,128,0.11510881036520004
1705611575.642272,129,0.08813807368278503
1705611584.743578,130,0.13235768675804138
1705611602.954354,132,0.10862376540899277
1705611611.990067,133,0.09076689183712006
1705611620.956386,134,0.11664225161075592
1705611638.955273,136,0.12847328186035156
1705611666.024153,139,0.1287955641746521
1705611674.960088,140,0.1336025446653366
1705611683.951934,141,0.1337694525718689
1705611693.016721,142,0.2019881308078766
1705611701.962841,143,0.1484798789024353
1705611710.93328,144,0.18843401968479156
1705611719.945138,145,0.11521518230438232
1705611728.962504,146,0.1302075982093811
1705611746.951148,148,0.161093071103096
1705611764.901276,150,0.11839082837104797
1705611773.95225,151,0.1639147251844406
1705611791.935976,153,0.13258233666419983
1705611809.903164,155,0.11041741818189621
1705611827.968679,157,0.10428784042596817
1705611836.922981,158,0.1564902812242508
1705611845.862817,159,0.22076250612735748
1705611854.730393,160,0.11758830398321152
1705611863.771452,161,0.14409731328487396
1705611872.811089,162,0.11654679477214813
1705611910.539646,166,0.10042431950569153
1705611955.63495,171,0.12368682771921158
1705611964.531765,172,0.1195761039853096
1705611982.613422,174,0.0881316065788269
1705611991.576553,175,0.14977672696113586
1705612000.564046,176,0.08034541457891464
1705612027.508314,179,0.137942373752594
1705612036.461051,180,0.1035175696015358
1705612045.470072,181,0.1338944435119629
1705612063.27889,183,0.10288168489933014
1705612081.324547,185,0.10885477811098099
1705612090.486132,186,0.14192327857017517
1705612117.540691,189,0.13865403831005096
1705612135.473416,191,0.11424979567527771
1705612153.441426,193,0.13949359953403473
1705612162.36753,194,0.0781235471367836
1705612180.496632,196,0.14541883766651154
1705612189.427177,197,0.12683314085006714
1705613615.296348,0,0.1390821635723114
1705613624.137217,1,0.09831147640943527
1705613633.064429,2,0.08658984303474426
1705613650.796692,4,0.15366028249263763
1705613659.750774,5,0.10264735668897629
1705613668.745224,6,0.10037267953157425
1705613686.824851,8,0.10482993721961975
1705613695.808764,9,0.14890225231647491
1705613704.733115,10,0.11647464334964752
1705613713.704849,11,0.12250843644142151
1705613722.638193,12,0.09054978936910629
1705613731.509972,13,0.08320669084787369
1705613749.592265,15,0.19402563571929932
1705613776.534084,18,0.1378958374261856
1705613785.496211,19,0.11534630507230759
1705613803.458007,21,0.11997923254966736
1705613839.975851,25,0.12264449894428253
1705613848.971226,26,0.15613162517547607
1705613866.863644,28,0.12846413254737854
1705613902.843293,32,0.09900980442762375
1705613920.957719,34,0.19852207601070404
1705613938.911591,36,0.11570912599563599
1705613956.87682,38,0.09322492778301239
1705613965.828964,39,0.14018449187278748
1705613974.869208,40,0.11902253329753876
1705613983.898658,41,0.14005054533481598
1705614001.906314,43,0.10829871147871017
1705614028.882487,46,0.0927494466304779
1705614037.881297,47,0.17592638731002808
1705614055.917226,49,0.1260633021593094
1705614064.9291,50,0.07061087340116501
1705614073.92207,51,0.14890454709529877
1705614091.913891,53,0.16908131539821625
1705614128.120885,57,0.11357079446315765
1705614146.118219,59,0.07062618434429169
1705614155.158091,60,0.14156636595726013
1705614173.525937,62,0.09347636997699738
1705614182.543011,63,0.1468208134174347
1705614191.643283,64,0.1743379831314087
1705614209.653324,66,0.06327950954437256
1705614218.632073,67,0.07306643575429916
1705614254.767797,71,0.1188763901591301
1705614263.825684,72,0.08359580487012863
1705614272.893844,73,0.08744989335536957
1705614281.802801,74,0.07492175698280334
1705614290.857346,75,0.06168408691883087
1705614308.743114,77,0.08862525224685669
1705614326.880059,79,0.07531002163887024
1705614335.885399,80,0.14750255644321442
1705614344.845846,81,0.09882565587759018
1705614353.823905,82,0.08360744267702103
1705614362.864205,83,0.1149912104010582
1705614371.822582,84,0.08815720677375793
1705614398.850099,87,0.09223558008670807
1705614425.886375,90,0.06723001599311829
1705614443.847364,92,0.07437609136104584
1705614461.785055,94,0.17752084136009216
1705614470.818702,95,0.20953631401062012
1705614479.854448,96,0.19372519850730896
1705614488.873348,97,0.14610575139522552
1705614497.855517,98,0.15478377044200897
1705614533.900531,102,0.09894146025180817
1705614569.838035,106,0.10888141393661499
1705614587.984703,108,0.051675453782081604
1705614596.995394,109,0.1140642836689949
1705614605.99251,110,0.10521218925714493
1705614624.090337,112,0.10385040938854218
1705614633.049059,113,0.09651200473308563
1705614641.988488,114,0.08192648738622665
1705614668.859997,117,0.09677039086818695
1705614695.894403,120,0.1101636067032814
1705614705.011433,121,0.0962667390704155
1705614714.21315,122,0.05001207813620567
1705614732.285559,124,0.07847776263952255
1705614741.552971,125,0.11126326024532318
1705614750.608903,126,0.10038798302412033
1705614768.64636,128,0.16394618153572083
1705614777.672283,129,0.2232203334569931
1705614795.795643,131,0.10285058617591858
